,Name,National ID,Barcode,Location,Date,Season,Country,Province,Species,Species (English),Breed/subspecies,Sex,Date of birth,Age (days),Age_category,Country of birth,Born at current residence,Bodyweight (kg),Breed line,Breed country of origin,Breed_type,White_breed,Traditional use,Establishment type,Husbandry intensity,Inside/outside,Additional outside access,Outdoor_access,Outside environment,Soil present,Bedding material,Bedding_present,Straw_present,Slatted floor,No. animals in enclosure,Housed with other species,Other species,Weaning age (days),Given formula milk,Creep feed,Creep_what,Creep_consistency,Water content (%),PSS,Dietary regimen,Feed name,Feed ingredients,Crude protein,Protein_category,Crude fat,Crude ash,Crude fibre,Fibre_category,Carbohydrates,Calcium,Phosphorous,Sodum,Lysine,Methionine,Organic/standard,Environmental food,Dietary supplementation,Purely_commercial_diet,Dairy_in_diet,First_feed_ingredient,Acetic_acid_mM/g,Propionic_acid_mM/g,Isobutyric_acid_mM/g,Butyric_acid_mM/g,Isovaleric_acid_mM/g,Valeric_acid_mM/g,Isocaproic_acid_mM/g,Caproic_acid_mM/g,Enanthic_acid_mM/g,Total_SCFA_mM/g,Total_BCFA_mM/g,Total_MCFA_mM/g,Total_VFA_mM/g,AA%,PA%,IBA%,BA%,IVA%,VA%,ICA%,CA%,EA%,SCFA%,BCFA%,MCFA%,Ratio_AA,Ratio_PA,Ratio_BA,Medical conditions,Medication,Antibiotics,Recent_antibiotics,Worming,Immunisations,Farrowed,Last farrowing,Gestating,Nursing,Parity,Castrated,Chemical/physical,Seq_run,Relatives/cohabitants,Sample storage information,Additional information,ID,numerical_age_category,DMM_cluster,cluster_lda,Simpson
24BE15,,,Kinnex16S_Fwd_02--Kinnex16S_Rev_19,24BE,19/12/2023,Winter,Belgium,Namur ,Sus scrofa domesticus,Domestic pig,Piétrain français x TN70,Unknown,29/09/2023,81.0,Growing,Belgium,Yes,,,,Commercial,Yes,General lean meat,Farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,28,,Yes,Porciwean,,78.18181818,5.0,,1110 Biggen Extra Meel (Arvesta),"Blé, maïs, orge, remoulage de blé, gluten feed de blé, tourteau d'extraction de graines de soja, produits de boulangerie et de la fabrication de pâtes, résidus de criblage de maïs, mélasse d'isomaltulose, carbonate de calcium, cosses d'avoine, son de blé, aliment de tournesol, tourteau d'extraction de graines de colza, drèche de maïs, prémélange contenant carbonate de calcium, mélasse de betterave, pellicules de soja, pulpe de betterave sucrière séchée, chlorure de sodium, bicarbonate de sodium, huile de graine de lin, soja toasté, gluten feed de maïs, prémélange contenant carbonate de calcium, maltodextrine","15,3",Low,"4,3","4,8",4.4,High,"71,2","0,7","0,43","0,15","1,03","0,35",Standard,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES05,,,,24BE15,2,4,cluster 2,0.968395515
24BE16,,,Kinnex16S_Fwd_02--Kinnex16S_Rev_20,24BE,19/12/2023,Winter,Belgium,Namur ,Sus scrofa domesticus,Domestic pig,Piétrain français x TN70,Unknown,29/09/2023,81.0,Growing,Belgium,Yes,,,,Commercial,Yes,General lean meat,Farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,28,,Yes,Porciwean,,75.80645161,4.0,,1110 Biggen Extra Meel (Arvesta),"Blé, maïs, orge, remoulage de blé, gluten feed de blé, tourteau d'extraction de graines de soja, produits de boulangerie et de la fabrication de pâtes, résidus de criblage de maïs, mélasse d'isomaltulose, carbonate de calcium, cosses d'avoine, son de blé, aliment de tournesol, tourteau d'extraction de graines de colza, drèche de maïs, prémélange contenant carbonate de calcium, mélasse de betterave, pellicules de soja, pulpe de betterave sucrière séchée, chlorure de sodium, bicarbonate de sodium, huile de graine de lin, soja toasté, gluten feed de maïs, prémélange contenant carbonate de calcium, maltodextrine","15,3",Low,"4,3","4,8",4.4,High,"71,2","0,7","0,43","0,15","1,03","0,35",Standard,,,Yes,,,,,,,,,,,,444.6991369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES05,,,,24BE16,2,4,cluster 2,0.974162472
25BE01,,,Kinnex16S_Fwd_03--Kinnex16S_Rev_13,25BE,19/12/2023,Winter,Belgium,Brabant wallon,Sus scrofa domesticus,Domestic pig,Duroc x Belgian Landrace,Unknown,,300.0,Mature,Belgium,Yes,,,,Commercial,No,,Farm,Small-scale,Both,Yes,Yes,,No,Straw,Yes,Yes,No,,,,,,,,,77.37,4.0,Self-formulated feed with an added 'complement',Own feed made by the farmer,"Petits pois, féverolle, orge, triticale, seigle, froment ",,,,,,,,,,,,,Organic,Straw,,No,,,,,,,,,,,,357.3421947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES05,,,,25BE01,5,1,cluster 4,0.984261517
25BE02,,,Kinnex16S_Fwd_03--Kinnex16S_Rev_14,25BE,19/12/2023,Winter,Belgium,Brabant wallon,Sus scrofa domesticus,Domestic pig,Duroc x Belgian Landrace,Unknown,,120.0,Growing,Belgium,Yes,,,,Commercial,No,,Farm,Small-scale,Both,Yes,Yes,,No,Straw,Yes,Yes,No,,,,,,,,,80.23255814,5.0,,Own feed made by the farmer,"Petits pois, féverolle, orge, triticale, seigle, froment ",,,,,,,,,,,,,Organic,Straw,,No,,,,,,,,,,,,337.4252558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES05,,,,25BE02,2,2,cluster 3,0.976268244
25BE03,,,Kinnex16S_Fwd_03--Kinnex16S_Rev_15,25BE,19/12/2023,Winter,Belgium,Brabant wallon,Sus scrofa domesticus,Domestic pig,Duroc x Belgian Landrace,Unknown,,180.0,Finishing,Belgium,Yes,,,,Commercial,No,,Farm,Small-scale,Both,Yes,Yes,,No,Straw,Yes,Yes,No,,,,,,,,,82.75862069,6.0,,Own feed made by the farmer,"Petits pois, féverolle, orge, triticale, seigle, froment ",,,,,,,,,,,,,Organic,Straw,,No,,,,,,,,,,,,438.9523584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES05,,,,25BE03,3,1,cluster 4,0.989638283
25BE04,,,Kinnex16S_Fwd_03--Kinnex16S_Rev_16,25BE,19/12/2023,Winter,Belgium,Brabant wallon,Sus scrofa domesticus,Domestic pig,Duroc x Belgian Landrace,Unknown,,180.0,Finishing,Belgium,Yes,,,,Commercial,No,,Farm,Small-scale,Both,Yes,Yes,,No,Straw,Yes,Yes,No,,,,,,,,,80.11049724,5.0,,Own feed made by the farmer,"Petits pois, féverolle, orge, triticale, seigle, froment ",,,,,,,,,,,,,Organic,Straw,,No,,,,,,,,,,,,410.7589609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES05,,,,25BE04,3,1,cluster 6,0.992366014
27DE01,Hildar,,Kinnex16S_Fwd_03--Kinnex16S_Rev_17,27DE,28/02/2024,Winter,Germany,Mecklenburg-Vorpommern,Sus scrofa domesticus,Domestic pig,Deutsches Sattelschwein,Female,16/08/2022,561.0,Mature,Germany,Yes,232,,Germany,Traditional,No,,Zoo,Small-scale,Both,Yes,Yes,,Yes,Straw,Yes,Yes,No,2,No,,122,No,No,,,,,,,"Vegetables, boiled potatoes, Scharnebecker Mühle cereal meal, colza meal, Panto mineral M42, grass hay and Grünfutter (ad libitum)",,,,,,,,,,,,,Standard,Straw,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lameness,,,,,,No,,Yes,No,,,,NAMES05,,,"NAP buffer, arrived 6/3/24",27DE01,5,7,cluster 1,0.997115089
27DE02,Ortwin,,Kinnex16S_Fwd_03--Kinnex16S_Rev_18,27DE,28/02/2024,Winter,Germany,Mecklenburg-Vorpommern,Sus scrofa domesticus,Domestic pig,Deutsches Sattelschwein,Male,10/05/2019,1755.0,Mature,Germany,No,410,,Germany,Traditional,No,,Zoo,Small-scale,Both,Yes,Yes,,Yes,Straw,Yes,Yes,No,3,No,,Unknown,Unknown,,,,,,,,"Vegetables, boiled potatoes, Scharnebecker Mühle cereal meal, colza meal, Panto mineral M42, grass hay and Grünfutter (ad libitum)",,,,,,,,,,,,,Standard,Straw,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lameness, shin problems, diarrhoea",,,,,,,,,,,,,NAMES05,,,"NAP buffer, arrived 6/3/25",27DE02,5,7,cluster 1,0.993954147
28BE01,,,Kinnex16S_Fwd_03--Kinnex16S_Rev_19,28BE,30/01/2024,Winter,Belgium,Vlaams-Brabant,Sus scrofa domesticus,Domestic pig,TN70,Female,,730.0,Mature,Belgium,,,,,Commercial,,General lean meat,Farm,Small-scale,Outside,,Yes,Field,Yes,Straw,Yes,Yes,No,,No,,42,,Yes,Startkorrel,,69.62365591,3.0,,Agrifirm Lactokorrel,,,,,,,,,,,,,,Standard ,"Straw, grass",,Yes,,,"270,0045329","98,5416694","12,52036443","41,00441709","12,99285273","6,002455663","0,667967026","1,197300789",0,415.5530751,"26,18118419","1,197300789","442,9315601","60,96","22,25","2,83","9,26","2,93","1,36","0,15","0,27","0,00","93,82","5,91","0,27","0,66","0,24","0,10",,,,,Yes,No,,,Yes,,,,,NAMES05,,,,28BE01,5,2,cluster 4,0.972156154
28BE02,,,Kinnex16S_Fwd_03--Kinnex16S_Rev_20,28BE,30/01/2024,Winter,Belgium,Vlaams-Brabant,Sus scrofa domesticus,Domestic pig,,Unknown,,150.0,Finishing,Belgium,No,,,,Commercial,,General lean meat,Farm,Small-scale,Outside,,Yes,Field,Yes,Straw,Yes,Yes,No,,No,,42,,Yes,Startkorrel,,73.85620915,4.0,,Own feed made by the farmer,"5,5 emmers gerst, 3,5 emmers maïs, 6 kortmeel, 2 soja, 2,5% mixer",,,,,,,,,,,,,Standard ,"Straw, grass","Mixer: kalksteen en natriumchloride, monocalciumfosfaat, gedroogde bietenpulp, getoaste sojabonen, cristobaliet",No,,Barley,"332,7087875","158,5451658","15,14676063","109,9816265","19,09577688","17,37541594","0,633919926","1,284359494",0,618.6109958,"34,87645744","1,284359494","654,7718127","50,81","24,21","2,31","16,80","2,92","2,65","0,10","0,20","0,00","94,48","5,33","0,20","0,55","0,26","0,18",,,,,Yes,No,,,No,,,,,NAMES05,,,,28BE02,3,2,cluster 4,0.966745187
28BE03,,,Kinnex16S_Fwd_04--Kinnex16S_Rev_13,28BE,30/01/2024,Winter,Belgium,Vlaams-Brabant,Sus scrofa domesticus,Domestic pig,,Unknown,,75.0,Growing,Belgium,,,,,Commercial,,General lean meat,Farm,Small-scale,Outside,,Yes,Field,Yes,Straw,Yes,Yes,No,,No,,42,,Yes,Startkorrel,,67.77408638,3.0,,Own feed made by the farmer,"5,5 emmers gerst, 3,5 emmers maïs, 6 kortmeel, 2 soja, 2,5% mixer",,,,,,,,,,,,,Standard ,"Straw, grass","Mixer: kalksteen en natriumchloride, monocalciumfosfaat, gedroogde bietenpulp, getoaste sojabonen, cristobaliet",No,,Barley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,No,,,,,NAMES05,,,,28BE03,2,4,cluster 5,0.986845622
28BE04,,,Kinnex16S_Fwd_04--Kinnex16S_Rev_14,28BE,30/01/2024,Winter,Belgium,Vlaams-Brabant,Sus scrofa domesticus,Domestic pig,,Unknown,,195.0,Mature,Belgium,,,,,Commercial,,General lean meat,Farm,Small-scale,Outside,,Yes,Field,Yes,Straw,Yes,Yes,No,,No,,42,,Yes,Startkorrel,,73.71601208,4.0,,Own feed made by the farmer,"5,5 emmers gerst, 3,5 emmers maïs, 6 kortmeel, 2 soja, 2,5% mixer",,,,,,,,,,,,,Standard ,"Straw, grass","Mixer: kalksteen en natriumchloride, monocalciumfosfaat, gedroogde bietenpulp, getoaste sojabonen, cristobaliet",No,,Barley,"175,0059175","100,7129184","8,808041027","65,54377461","10,78153206","8,620842015","0,601619978","1,230476426",0,349.8834525,"20,19119306","1,230476426","371,305122","47,13","27,12","2,37","17,65","2,90","2,32","0,16","0,33","0,00","94,23","5,44","0,33","0,51","0,30","0,19",,,,,Yes,No,,,No,,,,,NAMES05,,,,28BE04,5,4,cluster 6,0.994686754
28BE05,,,Kinnex16S_Fwd_04--Kinnex16S_Rev_15,28BE,30/01/2024,Winter,Belgium,Vlaams-Brabant,Sus scrofa domesticus,Domestic pig,,Unknown,,195.0,Mature,Belgium,,,,,Commercial,,General lean meat,Farm,Small-scale,Outside,,Yes,Field,Yes,Straw,Yes,Yes,No,,No,,42,,Yes,Startkorrel,,74.00611621,4.0,,Own feed made by the farmer,"5,5 emmers gerst, 3,5 emmers maïs, 6 kortmeel, 2 soja, 2,5% mixer",,,,,,,,,,,,,Standard ,"Straw, grass","Mixer: kalksteen en natriumchloride, monocalciumfosfaat, gedroogde bietenpulp, getoaste sojabonen, cristobaliet",No,,Barley,"231,3419163","139,8281811","11,18307659","102,5711383","14,98436316","14,54154665","0,63274078","1,247711019",0,488.2827824,"26,80018053","1,247711019","516,3306739","44,80","27,08","2,17","19,87","2,90","2,82","0,12","0,24","0,00","94,57","5,19","0,24","0,49","0,30","0,22",,,,,Yes,No,,,No,,,,,NAMES05,,,,28BE05,5,4,cluster 6,0.995716291
28BE06,,,Kinnex16S_Fwd_04--Kinnex16S_Rev_16,28BE,30/01/2024,Winter,Belgium,Vlaams-Brabant,Sus scrofa domesticus,Domestic pig,,Unknown,,75.0,Growing,Belgium,,,,,Commercial,,General lean meat,Farm,Small-scale,Outside,,Yes,Field,Yes,Straw,Yes,Yes,No,,No,,42,,Yes,Startkorrel,,70.18072289,3.0,,Own feed made by the farmer,"5,5 emmers gerst, 3,5 emmers maïs, 6 kortmeel, 2 soja, 2,5% mixer",,,,,,,,,,,,,Standard ,"Straw, grass","Mixer: kalksteen en natriumchloride, monocalciumfosfaat, gedroogde bietenpulp, getoaste sojabonen, cristobaliet",No,,Barley,"202,6430046","100,9880736","5,934467896","50,25149036","6,567104765","5,042692419","0,575922644","1,128666849","0,948530622",358.925261,"13,0774953","2,077197471","374,0799537","54,17","27,00","1,59","13,43","1,76","1,35","0,15","0,30","0,25","95,95","3,50","0,56","0,57","0,29","0,14",,,,,Yes,No,,,No,,,,,NAMES05,,,,28BE06,2,4,cluster 6,0.992618763
28BE07,,,Kinnex16S_Fwd_04--Kinnex16S_Rev_17,28BE,30/01/2024,Winter,Belgium,Vlaams-Brabant,Sus scrofa domesticus,Domestic pig,,Unknown,,195.0,Mature,Belgium,,,,,Commercial,,General lean meat,Farm,Small-scale,Outside,,Yes,Field,Yes,Straw,Yes,Yes,No,,No,,42,,Yes,Startkorrel,,74.67532468,4.0,,Own feed made by the farmer,"5,5 emmers gerst, 3,5 emmers maïs, 6 kortmeel, 2 soja, 2,5% mixer",,,,,,,,,,,,,Standard ,"Straw, grass","Mixer: kalksteen en natriumchloride, monocalciumfosfaat, gedroogde bietenpulp, getoaste sojabonen, cristobaliet",No,,Barley,"177,117241","108,6887502","10,72582522","60,43625016","12,63650057","7,964187845",0,"1,231482421",0,354.2064293,"23,36232579","1,231482421","378,8002375","46,76","28,69","2,83","15,95","3,34","2,10","0,00","0,33","0,00","93,51","6,17","0,33","0,51","0,31","0,17",,,,,Yes,No,,,No,,,,,NAMES05,,,,28BE07,5,4,cluster 6,0.993947703
29BE01,,,Kinnex16S_Fwd_04--Kinnex16S_Rev_18,29BE,08/02/2024,Winter,Belgium,Vlaams-Brabant,Sus scrofa domesticus,Domestic pig,Piétrain,Female,,730.0,Mature,Belgium,Yes,,,,Commercial,No,,Farm,Intensive,Inside,No,No,,No,Straw,Yes,Yes,No,,No,,35,,,,,79.41176471,5.0,,Aveve ,,,,,,,,,,,,,,Standard ,,,Yes,,,,,,,,,,,,354.9130521,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,Yes,,,,No,Yes,,,,NAMES05,,,,29BE01,5,3,cluster 4,0.996480065
29BE02,,,Kinnex16S_Fwd_04--Kinnex16S_Rev_19,29BE,08/02/2024,Winter,Belgium,Vlaams-Brabant,Sus scrofa domesticus,Domestic pig,Piétrain,Female,,1460.0,Mature,Belgium,Yes,,,,Commercial,No,,Farm,Intensive,Inside,No,No,,No,Straw,Yes,Yes,No,,No,,35,,,,,75.0,4.0,,,,,,,,,,,,,,,,Standard ,,,Yes,,,,,,,,,,,,312.4530545,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,No,,,,,NAMES05,,,,29BE02,5,3,cluster 1,0.968813016
29BE03,,,Kinnex16S_Fwd_04--Kinnex16S_Rev_20,29BE,08/02/2024,Winter,Belgium,Vlaams-Brabant,Sus scrofa domesticus,Domestic pig,Piétrain,Female,,365.0,Mature,Belgium,Yes,,,,Commercial,No,,Farm,Intensive,Inside,No,No,,No,Straw,Yes,Yes,No,,No,,35,,,,,79.81927711,5.0,,,,,,,,,,,,,,,,Standard ,,,Yes,,,,,,,,,,,,433.0038745,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,No,,,,,NAMES05,,,,29BE03,5,4,cluster 1,0.958903755
29BE04,,,Kinnex16S_Fwd_05--Kinnex16S_Rev_13,29BE,08/02/2024,Winter,Belgium,Vlaams-Brabant,Sus scrofa domesticus,Domestic pig,Piétrain,Male,,300.0,Mature,Belgium,Yes,,,,Commercial,No,,Farm,Intensive,Inside,No,No,,No,Straw,Yes,Yes,No,,No,,35,,,,,80.06430868,5.0,,,,,,,,,,,,,,,,Standard ,,,Yes,,,,,,,,,,,,350.7407477,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,No,,,,,NAMES05,,,,29BE04,5,4,cluster 1,0.971391274
29BE05,,,Kinnex16S_Fwd_05--Kinnex16S_Rev_14,29BE,08/02/2024,Winter,Belgium,Vlaams-Brabant,Sus scrofa domesticus,Domestic pig,Piétrain,Male,,210.0,Mature,Belgium,Yes,,,,Commercial,No,,Farm,Intensive,Inside,No,No,,No,Straw,Yes,Yes,No,,No,,35,,,,,73.84615385,4.0,,,,,,,,,,,,,,,,Standard ,,,Yes,,,,,,,,,,,,359.8479852,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,No,,,,,NAMES05,,,,29BE05,5,4,cluster 6,0.969713455
29BE06,,,Kinnex16S_Fwd_05--Kinnex16S_Rev_15,29BE,08/02/2024,Winter,Belgium,Vlaams-Brabant,Sus scrofa domesticus,Domestic pig,Piétrain,Female,,150.0,Finishing,Belgium,Yes,,,,Commercial,No,,Farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,35,,,,,77.10843373,4.0,,,,,,,,,,,,,,,,Standard ,,,Yes,,,,,,,,,,,,564.4591339,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,No,,,,,NAMES05,,,,29BE06,3,6,cluster 5,0.977343954
29BE07,,,Kinnex16S_Fwd_05--Kinnex16S_Rev_16,29BE,08/02/2024,Winter,Belgium,Vlaams-Brabant,Sus scrofa domesticus,Domestic pig,Piétrain,Male,,150.0,Finishing,Belgium,Yes,,,,Commercial,No,,Farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,35,,,,,75.72815534,4.0,,,,,,,,,,,,,,,,Standard ,,,Yes,,,,,,,,,,,,568.207955,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,No,,,,,NAMES05,,,,29BE07,3,6,cluster 6,0.985925046
29BE08,,,Kinnex16S_Fwd_05--Kinnex16S_Rev_17,29BE,08/02/2024,Winter,Belgium,Vlaams-Brabant,Sus scrofa domesticus,Domestic pig,Piétrain,Male,,150.0,Finishing,Belgium,Yes,,,,Commercial,No,,Farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,35,,,,,,,,,,,,,,,,,,,,,,Standard ,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,No,,,,,NAMES05,,,,29BE08,3,6,cluster 5,0.973788386
29BE09,,,Kinnex16S_Fwd_05--Kinnex16S_Rev_18,29BE,08/02/2024,Winter,Belgium,Vlaams-Brabant,Sus scrofa domesticus,Domestic pig,Piétrain,Male,,240.0,Mature,Belgium,Yes,,,,Commercial,No,,Farm,Intensive,Inside,No,No,,No,Straw,Yes,Yes,No,,Yes,Goats,35,,,,,75.61728395,4.0,,,,,,,,,,,,,,,,Standard ,,,Yes,,,,,,,,,,,,739.3977775,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,No,,,,,NAMES05,,,,29BE09,5,6,cluster 6,0.992287489
29BE10,,,Kinnex16S_Fwd_05--Kinnex16S_Rev_19,29BE,08/02/2024,Winter,Belgium,Vlaams-Brabant,Sus scrofa domesticus,Domestic pig,Piétrain,Female,,730.0,Mature,Belgium,Yes,,,,Commercial,No,,Farm,Intensive,Inside,No,No,,No,Straw,Yes,Yes,No,,No,,35,,,,,78.91373802,5.0,,,,,,,,,,,,,,,,Standard ,,,Yes,,,,,,,,,,,,255.0602279,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,,,NAMES05,,,,29BE10,5,4,cluster 1,0.953915049
29BE15,,,Kinnex16S_Fwd_05--Kinnex16S_Rev_20,29BE,08/02/2024,Winter,Belgium,Vlaams-Brabant,Sus scrofa domesticus,Domestic pig,Piétrain,Female,,1460.0,Mature,Belgium,Yes,,,,Commercial,No,,Farm,Intensive,Inside,No,No,,No,Straw,Yes,Yes,No,,No,,35,,,,,79.8136646,5.0,,,,,,,,,,,,,,,,Standard ,,,Yes,,,,,,,,,,,,277.1282137,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,,,NAMES05,,,,29BE15,5,4,cluster 1,0.97381154
30NL01,,,Kinnex16S_Fwd_06--Kinnex16S_Rev_13,30NL,29/02/2024,Winter,Netherlands,Noord-Brabant,Sus scrofa domesticus,Domestic pig,Kunekune,Female,,730.0,Mature,Netherlands,Yes,,,New Zealand,Traditional,No,,Farm,Small-scale,Inside,No,No,,No,Straw,Yes,Yes,No,,No,,60,,,,,75.33333333,4.0,,,"Tarwe, gerst, tarwezemelgrint, palmpitschilfers, raapzaadschroot, krijt, natriumbicarbonaat, zout","13,1",Low,"2,3","4,2",5.6,High,"74,8","0,55","0,41","0,18","0,78","0,2",Standard ,Straw,,Yes,,Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,,,,NAMES05,,,,30NL01,5,2,cluster 3,0.986920555
30NL02,,,Kinnex16S_Fwd_06--Kinnex16S_Rev_14,30NL,29/02/2024,Winter,Netherlands,Noord-Brabant,Sus scrofa domesticus,Domestic pig,Bunte Bentheimer,Female,,730.0,Mature,Netherlands,Yes,,,Germany,Traditional,No,,Farm,Small-scale,Inside,No,No,,No,Straw,Yes,Yes,No,,No,,60,,,,,75.84097859,4.0,,,"Tarwe, gerst, tarwezemelgrint, palmpitschilfers, raapzaadschroot, krijt, natriumbicarbonaat, zout","13,1",Low,"2,3","4,2",5.6,High,"74,8","0,55","0,41","0,18","0,78","0,2",Standard ,Straw,,Yes,,Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,,,,NAMES05,,,,30NL02,5,4,cluster 3,0.963841572
30NL03,,,Kinnex16S_Fwd_06--Kinnex16S_Rev_15,30NL,29/02/2024,Winter,Netherlands,Noord-Brabant,Sus scrofa domesticus,Domestic pig,Piétrain,Female,,1460.0,Mature,Netherlands,Yes,,,Belgium,Commercial,No,,Farm,Small-scale,Inside,No,No,,No,Straw,Yes,Yes,No,,No,,60,,,,,78.16091954,5.0,,,"Tarwe, gerst, tarwezemelgrint, palmpitschilfers, raapzaadschroot, krijt, natriumbicarbonaat, zout","13,1",Low,"2,3","4,2",5.6,High,"74,8","0,55","0,41","0,18","0,78","0,2",Standard ,Straw,,Yes,,Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,,,,NAMES05,,,,30NL03,5,3,cluster 3,0.995733756
30NL04,,,Kinnex16S_Fwd_06--Kinnex16S_Rev_16,30NL,29/02/2024,Winter,Netherlands,Noord-Brabant,Sus scrofa domesticus,Domestic pig,Kunekune,Female,,1825.0,Mature,Netherlands,Yes,,,New Zealand,Traditional,No,,Farm,Small-scale,Inside,No,No,,No,Straw,Yes,Yes,No,,No,,60,,,,,67.1686747,3.0,,,"Tarwe, gerst, tarwezemelgrint, palmpitschilfers, raapzaadschroot, krijt, natriumbicarbonaat, zout","13,1",Low,"2,3","4,2",5.6,High,"74,8","0,55","0,41","0,18","0,78","0,2",Standard ,Straw,,Yes,,Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,,,,NAMES05,,,,30NL04,5,4,cluster 3,0.977558485
30NL05,,,Kinnex16S_Fwd_06--Kinnex16S_Rev_17,30NL,29/02/2024,Winter,Netherlands,Noord-Brabant,Sus scrofa domesticus,Domestic pig,Large White,Female,,180.0,Finishing,Netherlands,Yes,,,England,Commercial,Yes,,Farm,Small-scale,Inside,No,No,,No,Straw,Yes,Yes,No,,No,,60,,,,,80.06430868,5.0,,,"Tarwe, gerst, tarwezemelgrint, palmpitschilfers, raapzaadschroot, krijt, natriumbicarbonaat, zout","13,1",Low,"2,3","4,2",5.6,High,"74,8","0,55","0,41","0,18","0,78","0,2",Standard ,Straw,,Yes,,Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,,,,NAMES05,,,,30NL05,3,4,cluster 3,0.964802628
30NL06,,,Kinnex16S_Fwd_06--Kinnex16S_Rev_18,30NL,29/02/2024,Winter,Netherlands,Noord-Brabant,Sus scrofa domesticus,Domestic pig,Tamworth,Female,,365.0,Mature,Netherlands,Yes,,,England,Traditional,No,,Farm,Small-scale,Inside,No,No,,No,Straw,Yes,Yes,No,,No,,60,,,,,79.42122186,5.0,,,"Tarwe, gerst, tarwezemelgrint, palmpitschilfers, raapzaadschroot, krijt, natriumbicarbonaat, zout","13,1",Low,"2,3","4,2",5.6,High,"74,8","0,55","0,41","0,18","0,78","0,2",Standard ,Straw,,Yes,,Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,,,,NAMES05,,,,30NL06,5,4,cluster 3,0.957317468
30NL07,,,Kinnex16S_Fwd_06--Kinnex16S_Rev_19,30NL,29/02/2024,Winter,Netherlands,Noord-Brabant,Sus scrofa domesticus,Domestic pig,Gloucester Old Spot,Female,,365.0,Mature,Netherlands,Yes,,,England,Traditional,No,,Farm,Small-scale,Inside,No,No,,No,Straw,Yes,Yes,No,,No,,60,,,,,80.2507837,5.0,,,"Tarwe, gerst, tarwezemelgrint, palmpitschilfers, raapzaadschroot, krijt, natriumbicarbonaat, zout","13,1",Low,"2,3","4,2",5.6,High,"74,8","0,55","0,41","0,18","0,78","0,2",Standard ,Straw,,Yes,,Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,,,,NAMES05,,,,30NL07,5,3,cluster 3,0.997266517
30NL08,,,Kinnex16S_Fwd_06--Kinnex16S_Rev_20,30NL,29/02/2024,Winter,Netherlands,Noord-Brabant,Sus scrofa domesticus,Domestic pig,Large Black,Female,,365.0,Mature,Netherlands,Yes,,,England,Traditional,No,,Farm,Small-scale,Inside,No,No,,No,Straw,Yes,Yes,No,,No,,60,,,,,77.81065089,5.0,,,"Tarwe, gerst, tarwezemelgrint, palmpitschilfers, raapzaadschroot, krijt, natriumbicarbonaat, zout","13,1",Low,"2,3","4,2",5.6,High,"74,8","0,55","0,41","0,18","0,78","0,2",Standard ,Straw,,Yes,,Wheat,,,,,,,,,,400.5862563,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,,,,NAMES05,,,,30NL08,5,6,cluster 3,0.996077491
